instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,Cluster,season_group,weather_group,day_type,rental_group,weekly_avg
716,2012-12-16,4,1,12,0,0,0,2,0.3625,0.369938,0.83875,0.100742,538,3248,3786,2,Winter,Moderate,Weekend/Holiday,Low,5138.0
717,2012-12-17,4,1,12,0,1,1,2,0.393333,0.4015,0.907083,0.0982583,212,4373,4585,2,Winter,Moderate,Workday,Medium,5054.428571428572
718,2012-12-18,4,1,12,0,2,1,1,0.410833,0.409708,0.66625,0.221404,433,5124,5557,2,Winter,Good,Workday,Medium,5062.428571428572
719,2012-12-19,4,1,12,0,3,1,1,0.3325,0.342162,0.625417,0.184092,333,4934,5267,2,Winter,Good,Workday,Medium,5055.0
720,2012-12-20,4,1,12,0,4,1,2,0.33,0.335217,0.667917,0.132463,314,3814,4128,2,Winter,Moderate,Workday,Medium,4854.428571428572
721,2012-12-21,1,1,12,0,5,1,2,0.326667,0.301767,0.556667,0.374383,221,3402,3623,0,Spring,Moderate,Workday,Low,4570.428571428572
722,2012-12-22,1,1,12,0,6,0,1,0.265833,0.236113,0.44125,0.407346,205,1544,1749,0,Spring,Good,Weekend/Holiday,Low,4099.285714285715
723,2012-12-23,1,1,12,0,0,0,1,0.245833,0.259471,0.515417,0.133083,408,1379,1787,0,Spring,Good,Weekend/Holiday,Low,3813.714285714286
724,2012-12-24,1,1,12,0,1,1,2,0.231304,0.2589,0.791304,0.0772304,174,746,920,0,Spring,Moderate,Workday,Low,3290.1428571428573
725,2012-12-25,1,1,12,1,2,0,2,0.291304,0.294465,0.734783,0.168726,440,573,1013,0,Spring,Moderate,Weekend/Holiday,Low,2641.0
726,2012-12-26,1,1,12,0,3,1,3,0.243333,0.220333,0.823333,0.316546,9,432,441,0,Spring,Bad,Workday,Low,1951.5714285714287
727,2012-12-27,1,1,12,0,4,1,2,0.254167,0.226642,0.652917,0.350133,247,1867,2114,0,Spring,Moderate,Workday,Low,1663.857142857143
728,2012-12-28,1,1,12,0,5,1,2,0.253333,0.255046,0.59,0.155471,644,2451,3095,0,Spring,Moderate,Workday,Low,1588.4285714285713
729,2012-12-29,1,1,12,0,6,0,2,0.253333,0.2424,0.752917,0.124383,159,1182,1341,0,Spring,Moderate,Weekend/Holiday,Low,1530.142857142857
730,2012-12-30,1,1,12,0,0,0,1,0.255833,0.2317,0.483333,0.350754,364,1432,1796,0,Spring,Good,Weekend/Holiday,Low,1531.4285714285713
731,2012-12-31,1,1,12,0,1,1,2,0.215833,0.223487,0.5775,0.154846,439,2290,2729,0,Spring,Moderate,Workday,Low,1789.857142857143
